schedule,seed,dataset_name,task_count,total_cost,avg_cost,success_rate,avg_progress,efficiency,budget_unit,budget_limit,budget_actual,budget_source
oracle_high,456,alfworld,134,536,4.0,0.5746268656716418,0.5534825870646766,0.14365671641791045,llm_calls,450.0,402.0,runtime_observed
