schedule,seed,dataset_name,task_count,total_cost,avg_cost,success_rate,avg_progress,efficiency,budget_unit,budget_limit,budget_actual,budget_source
oracle_high,42,alfworld,134,536,4.0,0.9328358208955224,0.8606965174129357,0.2332089552238806,llm_calls,2250.0,402.0,runtime_observed
