schedule,seed,dataset_name,task_count,total_cost,avg_cost,success_rate,avg_progress,efficiency,budget_unit,budget_limit,budget_actual,budget_source
exp3,42,alfworld,134,230,1.7164179104477613,0.8432835820895522,0.6666666666666671,0.49130434782608695,llm_calls,450.0,198.0,runtime_observed
