schedule,t,reward,gap,beta_true,beta_hat,cert,cert_hp,n_cal,n_mon,cum_aud,xi_sq,exp3_arm,exp3_p,exp3_loss
exp3,1,0.9294219904425295,0.02683205207711703,0.0,0.2148409570149387,4.007741114569464,29.27245172136236,5,20,25,4.030906083016615,1,0.3333333333333333,0.03724724866413291
exp3,2,0.9296096662448501,0.026424052714248414,0.0,-0.03313528671003612,2.2358039186528753,27.500514525445773,5,20,50,1.3598085121173165,1,0.3330479946396073,0.01587846809693853
exp3,3,0.9296476619787222,0.026335108775675242,0.0,-0.032502163640244365,6.032697124085787,31.29740773087868,200,20,270,9.419185925268168,2,0.3335368552963709,0.2753534874021454
exp3,4,0.9295942636225608,0.026357903154647255,0.0,0.41028083315050784,4.091542151500025,29.35625275829292,5,20,295,3.6780653739787077,1,0.3339781754871748,0.03442452299182966
exp3,5,0.9294794463291622,0.02650546240401408,0.0,0.41028083315050784,2.2160068625301452,27.48071746932304,0,20,315,2.389929945338857,0,0.33472312718168884,0.019119439562710856
exp3,6,0.9294929788572543,0.02651673581053038,0.0,-0.005629482373450124,4.5476921486177115,29.81240275541061,200,20,535,4.24643520738545,2,0.33163502060008637,0.2339714816590836
exp3,7,0.9296681448967931,0.0262679190614038,0.0,-0.005629482373450124,4.189664382088552,29.454374988881447,0,20,555,4.233534397656586,0,0.3354753449296341,0.03386827518125268
exp3,8,0.9300116819393212,0.02571987072069526,0.0,-0.005629482373450124,2.1528416210558134,27.41755222784871,0,20,575,1.2401101035118354,0,0.3352166884929812,0.009920880828094683
exp3,9,0.9302204906995545,0.02542145981934263,0.0,0.010318996016370536,4.428434535965793,29.693145142758688,200,20,795,4.727814931707684,2,0.3300063696726761,0.23782251945366148
exp3,10,0.9302696801138663,0.025179873881561177,0.0,0.010318996016370536,4.19320944109801,29.457920047890905,0,20,815,4.333014482420711,0,0.3360554634079643,0.034664115859365685
exp3,11,0.930346339527416,0.025098160019776716,0.0,0.20638397029198263,3.9616324485198238,29.226343055312718,5,20,840,3.7362804921967596,1,0.33590033681334225,0.034890243937574075
exp3,12,0.9302487657425148,0.02529465795022512,0.0,0.20638397029198263,4.1697602841682535,29.43447089096115,0,20,860,4.330955812793178,0,0.3359256566744159,0.034647646502345426
