schedule,t,reward,gap,beta_true,beta_hat,cert,cert_hp,n_cal,n_mon,cum_aud,xi_sq,exp3_arm,exp3_p,exp3_loss
monitor_only,1,0.9294352688188776,0.026805943344782035,0.0,0.0,2.217051655521791,27.48176226231469,0,20,20,1.283811678877318,,,
monitor_only,2,0.9295848517722036,0.026424745959420126,0.0,0.0,4.207901948980696,29.472612555773594,0,20,40,4.441894311985968,,,
monitor_only,3,0.9296356815061431,0.02638427232685936,0.0,0.0,4.002424804113687,29.267135410906583,0,20,60,4.223696820972351,,,
monitor_only,4,0.9297451396863117,0.026231802486575972,0.0,0.0,6.113828996513527,31.37853960330642,0,20,80,9.232952692783934,,,
monitor_only,5,0.929998704329437,0.025844662426353082,0.0,0.0,2.1092300327942666,27.37394063958716,0,20,100,1.1987204233230633,,,
monitor_only,6,0.9301642916333421,0.025815175762574527,0.0,0.0,4.174489088992178,29.439199695785074,0,20,120,4.488321021520171,,,
monitor_only,7,0.9301433124145873,0.025873120150786244,0.0,0.0,4.222558770027096,29.48726937681999,0,20,140,4.494407651957555,,,
monitor_only,8,0.9302002563166565,0.025819576757638463,0.0,0.0,6.17916550910923,31.443876115902125,0,20,160,9.499918419027054,,,
monitor_only,9,0.9303155160554623,0.02569709881853033,0.0,0.0,4.014118027457119,29.278828634250015,0,20,180,4.1479292964505365,,,
monitor_only,10,0.9304419856084679,0.0255242290767127,0.0,0.0,6.124976830230706,31.389687437023603,0,20,200,9.779448347570682,,,
monitor_only,11,0.930653653313494,0.025181487836973937,0.0,0.0,6.022354849248283,31.28706545604118,0,20,220,9.498046079608752,,,
monitor_only,12,0.9308282446869358,0.024906224846232727,0.0,0.0,2.3199359247405553,27.58464653153345,0,20,240,1.3482176382719877,,,
monitor_only,13,0.9308574721536871,0.02484055966280929,0.0,0.0,4.166250006937774,29.43096061373067,0,20,260,4.239267443810178,,,
