schedule,seed,dataset_name,task_count,total_cost,avg_cost,success_rate,avg_progress,efficiency,budget_unit,budget_limit,budget_actual,budget_source
adaptive,123,alfworld,134,536,4.0,0.6194029850746269,0.5845771144278606,0.15485074626865672,llm_calls,2250.0,402.0,runtime_observed
