schedule,seed,dataset_name,task_count,total_cost,avg_cost,success_rate,avg_progress,efficiency,budget_unit,budget_limit,budget_actual,budget_source
exp3,42,scienceworld,20,44,2.2,0.95,0.7608333333333335,0.43181818181818177,llm_calls,2250.0,36.0,runtime_observed
