schedule,seed,dataset_name,task_count,total_cost,avg_cost,success_rate,avg_progress,efficiency,budget_unit,budget_limit,budget_actual,budget_source
oracle_high,42,alfworld,134,536,4.0,0.9850746268656716,0.9154228855721397,0.2462686567164179,llm_calls,450.0,402.0,runtime_observed
