schedule,t,reward,gap,beta_true,beta_hat,cert,cert_hp,n_cal,n_mon,cum_aud,xi_sq,exp3_arm,exp3_p,exp3_loss
adaptive,1,0.5459168216914498,0.0381085850448587,0.0,-0.007911780811455738,3.524163548837821,25.27999554380567,8,25,33,3.0576787801922456,,,
adaptive,2,0.5469059150693113,0.03680470477378228,0.0,-0.22653990650186623,3.6990304241435914,25.45486241911144,8,25,66,3.4995597305894144,,,
adaptive,3,0.547072724169492,0.0369787990898518,0.0,-0.016853903747823234,3.839553495853581,25.595385490821428,8,25,99,3.9563185712950166,,,
adaptive,4,0.5473808218649377,0.036561495314810344,0.0,-0.1371267479892368,3.7448571889328224,25.500689183900672,8,25,132,2.852470463542655,,,
adaptive,5,0.5473981700470202,0.03652276206187599,0.0,0.07797748307146159,2.3326521148007227,24.088484109768572,8,25,165,1.113948950377478,,,
adaptive,6,0.5477608337770455,0.036163806601595794,0.0,-0.0334663547990422,5.185211947848645,26.941043942816492,8,25,198,6.127230952217588,,,
adaptive,7,0.5489606961568393,0.034767727573828844,0.0,-0.37101139824576046,3.4298730827534145,25.185705077721263,8,25,231,4.213469476616471,,,
adaptive,8,0.5492427821273274,0.03424819168880022,0.0,-0.019363510919959116,2.04718386417195,23.803015859139798,8,25,264,1.2124915335193283,,,
adaptive,9,0.549197634629288,0.034523814674301545,0.0,0.14304120044730226,4.976504689879638,26.73233668484749,8,25,297,8.035935445871214,,,
adaptive,10,0.5494817849684157,0.03445689143277919,0.0,-0.11938848350614116,3.73079261203115,25.486624606998998,8,25,330,2.6373713642551166,,,
adaptive,11,0.5492468876807357,0.03471887517896566,0.0,0.10828259473096571,3.592002904902227,25.347834899870076,8,25,363,4.114159474095617,,,
adaptive,12,0.5493945327441565,0.03451483745401207,0.0,-0.02605051997200758,3.998560919790195,25.754392914758043,8,25,396,3.6097101680975046,,,
adaptive,13,0.5491235962597738,0.034947686841505066,0.0,0.15900748800651945,3.887925357143096,25.643757352110946,8,25,429,4.084127372320908,,,
adaptive,14,0.5493868265102289,0.03464010603147438,0.0,-0.025641390670308392,2.0404710657383327,23.796303060706183,8,25,462,1.2863903206588132,,,
adaptive,15,0.5504572894383832,0.033355587742005754,0.0,-0.35365082996469444,3.580717547410071,25.33654954237792,8,25,495,7.400713739875346,,,
adaptive,16,0.5512738816756986,0.03242260052605761,0.0,-0.4774791542880116,3.822119813818188,25.577951808786036,8,25,528,1.6799564455196836,,,
adaptive,17,0.5517143420265668,0.03195598188140103,0.0,-0.2514358782674503,2.1616407559493642,23.917472750917213,8,25,561,0.9672135469823243,,,
adaptive,18,0.5518650745627987,0.03187595355306794,0.0,0.06782446885876794,1.8371076890720561,23.592939684039905,8,25,594,1.3439194287245195,,,
adaptive,19,0.5518749703238509,0.03174559453884351,0.0,0.07915995337995417,3.2899967069420306,25.04582870190988,8,25,627,3.3170801559347964,,,
adaptive,20,0.5526315309023608,0.030888540630808925,0.0,-0.586516810479069,3.6049733210258816,25.36080531599373,8,25,660,5.3391128182651295,,,
adaptive,21,0.552780235188928,0.03098019697490073,0.0,-0.2132367417968327,2.246021507246453,24.001853502214303,8,25,693,1.1729577425488502,,,
adaptive,22,0.5527675865225115,0.030911737391075444,0.0,-0.11316174547872741,3.6126461938157695,25.36847818878362,8,25,726,3.769152462650835,,,
adaptive,23,0.5528375337448906,0.03057840727138994,0.0,0.04739649980577804,0.9727397021237827,22.72857169709163,8,25,759,0.4987272785280856,,,
adaptive,24,0.5530050509896447,0.030262997832764538,0.0,-0.11446616496883577,2.556365999380997,24.312197994348846,8,25,792,2.0032212793241384,,,
adaptive,25,0.5531951882605317,0.03048314384089934,0.0,-0.37247390489244453,2.5887294017994087,24.344561396767258,8,25,825,1.1099282446473229,,,
adaptive,26,0.5530421674427172,0.03039727868723663,0.0,0.1712666861571775,1.960294540126906,23.716126535094755,8,25,858,1.5408459269149233,,,
adaptive,27,0.5530968639482289,0.030231353991282406,0.0,-0.09057327846849132,3.50489212740881,25.260724122376658,8,25,891,3.6175750944509955,,,
adaptive,28,0.5532329057147067,0.029790012810440025,0.0,0.21908253580961198,3.8421115330521673,25.597943528020018,8,25,924,3.188941191448087,,,
adaptive,29,0.5532105467786435,0.029996063524686423,0.0,0.027430609192867324,1.9684456597366558,23.724277654704505,8,25,957,1.2509707956553773,,,
adaptive,30,0.5532597442557653,0.029420167806887942,0.0,-0.021290524944816713,2.3531565165331463,24.108988511500996,8,25,990,1.2708647252023701,,,
adaptive,31,0.5532733664816899,0.029213963409771337,0.0,0.2450639504550272,3.8011383724962617,25.55697036746411,8,25,1023,3.4744384933073653,,,
adaptive,32,0.5531719801394686,0.029284748077658795,0.0,0.10105282029844272,2.1094283513826326,23.86526034635048,8,25,1056,1.5570120389064854,,,
