schedule,t,reward,gap,beta_true,beta_hat,cert,cert_hp,n_cal,n_mon,cum_aud,xi_sq,exp3_arm,exp3_p,exp3_loss
fixed_low,1,0.5457581616031605,0.03885280237691158,0.0,0.03976741245425878,3.2824765981570057,25.038308593124853,8,25,33,3.370918122554058,,,
fixed_low,2,0.5461966792157625,0.03842755107468132,0.0,-0.07871511476429831,2.4089195576703712,24.164751552638222,8,25,66,1.186886223319077,,,
fixed_low,3,0.5459485340013847,0.03886600741008417,0.0,0.1403940879446117,2.1518226023725076,23.907654597340358,8,25,99,1.8622501557710254,,,
fixed_low,4,0.545767877651996,0.03933119576367927,0.0,0.06302286533994225,1.910653590606152,23.666485585574,8,25,132,0.8972216578802796,,,
fixed_low,5,0.5468292693907851,0.037631542421628916,0.0,-0.2727319295516536,2.165808511678188,23.921640506646035,8,25,165,1.139894457640561,,,
fixed_low,6,0.546174927916516,0.038349411597667915,0.0,0.2526802388126357,5.38710130339691,27.14293329836476,8,25,198,6.413400067063663,,,
fixed_low,7,0.5453885379792306,0.03980119946677607,0.0,0.292801757919345,1.9134256736831825,23.66925766865103,8,25,231,2.036912545106051,,,
fixed_low,8,0.5443879336938312,0.041278032217102245,0.0,0.28350224401305385,0.8860136254796156,22.641845620447466,8,25,264,1.5278766018944987,,,
fixed_low,9,0.5418060012418666,0.04613809576650596,0.0,0.5504677754367207,5.246842979647483,27.00267497461533,8,25,297,11.402409348608591,,,
fixed_low,10,0.5435708293693594,0.04315010871744118,0.0,-0.3251150189921951,3.7030983013136174,25.458930296281466,8,25,330,2.932976357373997,,,
fixed_low,11,0.5438123439303815,0.042922682196084305,0.0,-0.004663469735844923,2.2972154140182615,24.05304740898611,8,25,363,1.296933143707046,,,
fixed_low,12,0.5442479158448567,0.04224503637494115,0.0,-0.05843125869945915,2.344441420972443,24.100273415940293,8,25,396,0.9991267095856142,,,
fixed_low,13,0.5453903532357788,0.03968364716990902,0.0,-0.3298489419436856,2.191077045494168,23.946909040462018,8,25,429,1.3018962390967017,,,
fixed_low,14,0.5464680908077002,0.0381129040637197,0.0,-0.2626298274391322,4.0533601185770065,25.809192113544857,8,25,462,2.3912352561622052,,,
fixed_low,15,0.5470761368782583,0.0370782478228906,0.0,-0.11086481229240382,2.494969294917633,24.250801289885484,8,25,495,0.9856564819166884,,,
fixed_low,16,0.5479101059088148,0.03584969901075086,0.0,-0.14977413112451962,1.818828514337646,23.574660509305495,8,25,528,1.5374399640173413,,,
fixed_low,17,0.5478385065121087,0.036338100929372064,0.0,0.1281411461471218,5.398913212393472,27.154745207361323,8,25,561,8.441004956267985,,,
fixed_low,18,0.5485026949271732,0.03509069264262632,0.0,-0.19792637850139044,3.6125641484579845,25.368396143425834,8,25,594,5.159318182522801,,,
fixed_low,19,0.5485230813339425,0.03491834387682591,0.0,-0.004315622930097018,2.1066814840295036,23.862513478997354,8,25,627,1.2974644481789166,,,
fixed_low,20,0.5494564089453023,0.03326759783308997,0.0,-0.28410819963822226,3.4404601643505255,25.196292159318375,8,25,660,3.0217417840215304,,,
fixed_low,21,0.5491877596222173,0.03380392856350545,0.0,0.16072088105682433,2.045309948086206,23.801141943054056,8,25,693,0.9808243491839135,,,
fixed_low,22,0.5491151212579708,0.03381360761394947,0.0,0.13066850085447795,3.3568279882117817,25.112659983179633,8,25,726,3.4987498861283983,,,
fixed_low,23,0.5490162342747851,0.03415602959782904,0.0,0.02399215718044028,2.3220650108075587,24.07789700577541,8,25,759,1.4067622275563896,,,
fixed_low,24,0.5485756910935127,0.03513333193997836,0.0,0.23280647507951227,3.7396108424167602,25.49544283738461,8,25,792,3.4197526588616665,,,
fixed_low,25,0.5484806724598462,0.035320309152950924,0.0,0.06607084951566305,3.3680269734339525,25.1238589684018,8,25,825,3.4843392619396885,,,
fixed_low,26,0.5489281636238768,0.03475405409289789,0.0,-0.14604348515302068,1.866243660003344,23.622075654971194,8,25,858,2.0953023349027537,,,
fixed_low,27,0.5492500847532674,0.03392770995944716,0.0,-0.12540885005315272,2.115044806414665,23.870876801382515,8,25,891,1.4220697964894924,,,
fixed_low,28,0.5499477671253313,0.03278838397767403,0.0,-0.24831844065056757,2.0144561019862257,23.770288096954076,8,25,924,1.2626700509406061,,,
