schedule,t,reward,gap,beta_true,beta_hat,cert_hp,n_cal,n_mon,cum_aud,xi_sq,exp3_arm,exp3_p,exp3_loss
fixed_low,1,0.39679524663671817,0.03314729066794103,0.0,0.12579464460953332,14.385629179483292,8,25,33,1.137549651426443,,,
fixed_low,2,0.39704770777198206,0.032775473341127515,0.0,-0.04240325873996322,13.747762304461633,8,25,66,0.3963770226904173,,,
fixed_low,3,0.39650339267391055,0.033622341582450976,0.0,0.1792578829796223,14.632409159798877,8,25,99,1.774291366698849,,,
fixed_low,4,0.3964013675702111,0.033510611017292025,0.0,0.003898063278623743,15.423856304798978,8,25,132,2.4317266299015396,,,
fixed_low,5,0.3958619812154379,0.034717271514361714,0.0,0.22452797712068642,14.044467493280159,8,25,165,1.4537104483653895,,,
fixed_low,6,0.39587821898494335,0.03469656749892036,0.0,0.003982203089771391,13.595302847631404,8,25,198,0.2726207766761571,,,
fixed_low,7,0.3953351846140981,0.03576945809691201,0.0,0.1779254207844045,14.364681547839796,8,25,231,0.9756998805994137,,,
fixed_low,8,0.3967871312832121,0.03267076741230951,0.0,-0.3097077941542503,14.577491068140798,8,25,264,3.146889139383528,,,
fixed_low,9,0.3967400942812828,0.03287315934705887,0.0,-0.041400182130744305,14.320286001490576,8,25,297,1.3000686197177715,,,
fixed_low,10,0.3962346373826849,0.0339692598997719,0.0,0.09278438314052483,13.569538657224067,8,25,330,0.5304475187187725,,,
fixed_low,11,0.39731404461217124,0.031657031091119836,0.0,-0.26299176746558955,13.04828349941069,8,25,363,0.3480934786094299,,,
fixed_low,12,0.3979113629201088,0.030749106209762622,0.0,-0.14702647971896138,16.174605916322157,8,25,396,3.247496925006161,,,
fixed_low,13,0.39840252466472564,0.029955274439233737,0.0,-0.11076180752369483,14.987162682670192,8,25,429,1.7966008734948897,,,
fixed_low,14,0.39856318380775807,0.029551168890288915,0.0,0.02719909630020712,14.410231980709415,8,25,462,1.23589597209287,,,
fixed_low,15,0.3998991461226132,0.02712869052619793,0.0,-0.2693776757353302,13.71751434494159,8,25,495,0.5398685013818348,,,
fixed_low,16,0.4004545173990119,0.02629543952827451,0.0,-0.15110525427753968,13.701748998469592,8,25,528,0.4528522096507594,,,
fixed_low,17,0.4006652801326881,0.025875723146108698,0.0,-0.04911716027287107,13.705064862590174,8,25,561,0.5257400274789205,,,
fixed_low,18,0.40071017462375175,0.025834624913933457,0.0,0.018186058764892096,13.512058975583319,8,25,594,0.3754869941988117,,,
fixed_low,19,0.4007995931981762,0.025557897496576276,0.0,-0.022509968981874448,13.512905583307784,8,25,627,0.4216644517965615,,,
fixed_low,20,0.4017672429687826,0.0238584331269327,0.0,-0.23129706325488486,14.232098003911887,8,25,660,0.8499364697080227,,,
fixed_low,21,0.40229894585114107,0.023063692480264186,0.0,-0.18383596779783623,13.618016987106254,8,25,693,0.3190992825923703,,,
fixed_low,22,0.4025521118214616,0.022586255954067935,0.0,-0.04346104099965356,13.422376957530247,8,25,726,0.5457615953948965,,,
fixed_low,23,0.40291617756138226,0.022037207959169802,0.0,-0.05940383430826927,14.563459984814976,8,25,759,0.8070556732034351,,,
fixed_low,24,0.40407577529096206,0.02038230132627561,0.0,-0.32288730471195304,13.429902632391329,8,25,792,0.45081827799507695,,,
fixed_low,25,0.404308648245348,0.019790578666829428,0.0,0.007651605787043995,14.221263875800883,8,25,825,0.9640901347185972,,,
fixed_low,26,0.4050940019272462,0.01856889915066351,0.0,-0.23453651576653203,13.474834251347394,8,25,858,0.7035398503996743,,,
fixed_low,27,0.40487470141098975,0.018637103846498693,0.0,0.22170213550700138,12.954950666222572,8,25,891,0.7926555638212303,,,
fixed_low,28,0.40538788877254495,0.017855701119567358,0.0,-0.15067279588470592,13.734931429697824,8,25,924,0.40827633936579333,,,
fixed_low,29,0.40596151888786813,0.017173028495532983,0.0,-0.24853024682753314,13.48200648220141,8,25,957,0.5540610086307356,,,
fixed_low,30,0.4062013213129767,0.016677738562805855,0.0,-0.01650663838028374,13.623278291590506,8,25,990,0.35180235366305074,,,
fixed_low,31,0.4063243693958587,0.016319138555109303,0.0,0.0184622741718943,13.453735252845055,8,25,1023,0.45375758168261104,,,
fixed_low,32,0.40626739990622884,0.016409449112238517,0.0,0.03684749023137691,13.559069261717125,8,25,1056,0.4106039479297808,,,
fixed_low,33,0.4065451823432563,0.016026235029828917,0.0,-0.10531016785430328,14.277685684427896,8,25,1089,0.756504826215442,,,
fixed_low,34,0.4061722785851975,0.01615127702096797,0.0,0.2393200136870413,15.069331672919356,8,25,1122,2.5141456572067673,,,
fixed_low,35,0.4066886617040004,0.015305885149120013,0.0,-0.1822323818626089,14.276259393868319,8,25,1155,0.9285946785999136,,,
fixed_low,36,0.4068249637561484,0.01496404929463635,0.0,0.01959554021037854,14.317728218549826,8,25,1188,0.8706298643676031,,,
fixed_low,37,0.40640033727094665,0.015470614033728014,0.0,0.1466410256041781,13.943752157944935,8,25,1221,0.5536963596542372,,,
fixed_low,38,0.40660683341539905,0.0152545219336635,0.0,-0.1176943404616381,13.6451302417987,8,25,1254,0.24138873785346232,,,
fixed_low,39,0.4063555139941923,0.015806030587616482,0.0,0.04269013076905868,13.622145637282099,8,25,1287,0.20724385715446142,,,
fixed_low,40,0.40636578402527346,0.015762790221130474,0.0,0.05707743559053955,13.675782501851828,8,25,1320,0.3383580306203591,,,
fixed_low,41,0.40669447422584787,0.015436211163497804,0.0,-0.10165514431416323,15.369870691608241,8,25,1353,3.6431430746279405,,,
fixed_low,42,0.407140806590033,0.014763137093290746,0.0,-0.11761528094373938,14.401177912411976,8,25,1386,1.0978345428780452,,,
fixed_low,43,0.4072634830407028,0.014723337011329163,0.0,-0.08840305409418787,13.62933937508737,8,25,1419,0.396946228115595,,,
fixed_low,44,0.4073867024062203,0.014138943215397548,0.0,0.13982323559594,13.49399763854554,8,25,1452,0.5439479701038006,,,
fixed_low,45,0.40717029516714826,0.014119330040559375,0.0,0.20121386083602194,13.567107382663485,8,25,1485,0.5399797682979385,,,
fixed_low,46,0.4071335326653485,0.014131525570313108,0.0,0.030441646979484458,13.511817781053951,8,25,1518,0.33186380828581113,,,
fixed_low,47,0.40620453061925416,0.015335962680580573,0.0,0.32698729620030476,13.758520819117903,8,25,1551,1.136727093765522,,,
fixed_low,48,0.4060424575371677,0.01544505550646974,0.0,0.12402865310329175,13.590980080554711,8,25,1584,0.4623543810111232,,,
fixed_low,49,0.4058489578437338,0.015640972686357224,0.0,0.16646319268497814,13.701840726218538,8,25,1617,0.562892893827629,,,
fixed_low,50,0.40637064068236484,0.014908370693396567,0.0,-0.18885434620323913,14.870328631484071,8,25,1650,2.733176704412692,,,
fixed_low,51,0.40738571233300824,0.013645329366046455,0.0,-0.26972005166348006,14.535482256294662,8,25,1683,1.8906253473710655,,,
fixed_low,52,0.4073337389912795,0.013670967916377175,0.0,0.1145119205748217,15.157222017606145,8,25,1716,2.386105262322537,,,
fixed_low,53,0.4081542276727214,0.012728455960128338,0.0,-0.25076771664778297,14.266817795903641,8,25,1749,0.5742525965423274,,,
fixed_low,54,0.40770507142764084,0.013288621758047736,0.0,0.22064267745085006,13.847800630104924,8,25,1782,0.5995800063160306,,,
fixed_low,55,0.4077620126537487,0.013054067522328572,0.0,0.03382608803885484,13.862352988876061,8,25,1815,0.4722932991076682,,,
fixed_low,56,0.4078424211911412,0.013051309132988798,0.0,-0.02434423071410004,13.628768438909143,8,25,1848,0.28474781562080875,,,
fixed_low,57,0.40883051167770446,0.0118109323263077,0.0,-0.3239586204506929,13.901501271383346,8,25,1881,0.7041465649665182,,,
fixed_low,58,0.40855473648240404,0.012280377139170573,0.0,0.11337295457419391,13.59027626397819,8,25,1914,0.5124211175003581,,,
fixed_low,59,0.40840456582318596,0.012364573375777344,0.0,0.1462202143320476,13.448523266003551,8,25,1947,0.6018111786914165,,,
