schedule,seed,dataset_name,task_count,total_cost,avg_cost,success_rate,avg_progress,efficiency,budget_unit,budget_limit,budget_actual,budget_source
adaptive,456,alfworld,134,266,1.9850746268656716,0.9104477611940298,0.7723880597014932,0.45864661654135336,llm_calls,2250.0,266.0,runtime_observed
