schedule,seed,dataset_name,task_count,total_cost,avg_cost,success_rate,avg_progress,efficiency,budget_unit,budget_limit,budget_actual,budget_source
adaptive,456,alfworld,134,266,1.9850746268656716,0.9850746268656716,0.9029850746268663,0.49624060150375937,llm_calls,1350.0,266.0,runtime_observed
